"ean";"naam";"merk";"doeldier";"voertype";"levensfase";"categorie";"ingredienten";"analyse";"verpakking";"prijs";"bol_url";"afbeelding";"bron";"url";"opmerking"
"3222270551342";"Gourmet Diamant 85 g";"Gourmet";"Kat";"Natvoer";"Volwassen";"Volledig";"Vlees en dierlijke bijproducten (waarvan kip 4%), plantaardige eiwitextracten, vis en visbijproducten, mineralen, suiker.";"";"85 g";;;;"scraped";"https://www.petsplace.nl/gourmet-diamant-kattenvoer-m-3222270551342-pps";
"7613034034274";"Gourmet Fisherman Delight 85 g";"Gourmet";"Kat";"Natvoer";"Volwassen";"Volledig";"ingrediënten: Vis en visbijproducten (waarvan witte vis 4%) (7% vis in de vlokken), plantaardige eiwitextracten, oliën en Vetten, mineralen, sorbitol, suiker.Analyse: Vocht: 83.% Eiwit: 8.8% Vetgehalte: 3.1% Ruwe as: 2.1% Ruwe celstof: .4%.";"";"85 g";;;;"scraped";"https://www.petsplace.nl/gourmet-fisherman-delight-kattenvoer-m-7613034034274-pps";
"7613034086921";"Gourmet Fisherman Delight Multipack - Tonijn Zalm Witvis 4x85 g";"Gourmet";"Kat";"Natvoer";"Volwassen";"Volledig";"ingrediënten:Met Zalm, gegarneerd met Spinazie: Vis en visbijproducten (waarvan zalm 4%) (7% vis in de vlokken), groenten (1.8% van gedroogde spinazie), plantaardige eiwitextracten, oliën en vetten, mineralen, sorbitol, suiker.Met Witte Vis en Wortelen: Vis en visbijproducten (waarvan witte vis 4%) (7% vis in de vlokken), groenten (4% van gedroogde wortelen), plantaardige eiwitextracten, oliën en vetten, mineralen, sorbitol, suiker.Met Zeevis en Tomaat: Vis en visbijproducten (waarvan zeevis 4%) (7% vis in de vlokken), groenten (4% van gedroogde tomaat), plantaardige eiwitextracten, oliën en vetten, mineralen, sorbitol, suiker.Met Kabeljauw en Courgette: Vis en visbijproducten (waarvan kabeljauw 4%) (7% vis in de vlokken), groenten (4% van gedroogde courgette), plantaardige eiwitextracten, oliën en vetten, mineralen, sorbitol, suiker.Analyse: Vocht: 83.% Eiwit: 8.8% Vetgehalte: 3.1% Ruwe as: 2.1% Ruwe celstof: .4%.";"";"4x85 g";;;;"scraped";"https://www.petsplace.nl/gourmet-fisherman-delight-multipack-kattenvoer-7613034086921-pps";
"7613032347185";"Gourmet Gold Cassolettes 85 g";"Gourmet";"Kat";"Natvoer";"Volwassen";"Volledig";"Samenstelling: Vlees en dierlijke bijproducten (20% waarvan rund 4% en kip 4%), plantaardige eiwitextracten, granen, groenten (0,9% gedehydreerde tomaat, gelijkwaardig aan 13,5% tomaat in de saus), vis en visbijproducten, mineralen, suiker.";"Analytische bestanddelen: Vocht: 81,5%, Eiwit: 10,0%, Vetgehalte: 2,7%, Ruwe as: 2,0%, Ruwe celstof: 0,05%.";"85 g";;;;"scraped";"https://www.petsplace.nl/gourmet-gold-cassolettes-kattenvoer-m-7613032347185-pps";
"7613033345142";"Gourmet Gold Fijne Hap 85 g";"Gourmet";"Kat";"Natvoer";"Volwassen";"Volledig";"Vlees en dierlijke bijproducten (waarvan kip 4%), vis en visbijproducten (waarvan zalm 4%), granen, mineralen, suiker.";"Vocht: 82,0%; Eiwit: 7,0%; Vetgehalte: 3,2%; Ruwe as: 2,1%; Ruwe celstof: 0,07%. Nutritionele toevoegingsmiddelen: IE/kg: Vit. A: 625; Vit. D3: 95; mg/kg: IJzer(II)sulfaat-monohydraat: 22,1; Calciumjodaat, watervrij: 0,28; Koper(II)sulfaat-pentahydraat: 2,5; Mangaan(II)sulfaat-monohydraat: 4,3; Zinksulfaat-monohydraat: 36;.";"85 g";;;;"scraped";"https://www.petsplace.nl/gourmet-gold-fijne-hap-kattenvoer-m-7613033345142-pps";
"7613036024181";"Gourmet Gold Hartig Torentje 85 g";"Gourmet";"Kat";"Natvoer";"Volwassen";"Volledig";"Samenstelling: Vlees en dierlijke bijproducten (25% waarvan kip 10%), plantaardige eiwitextracten, vis en visbijproducten, groenten (1% gedehydreerde wortelen, gelijkwaardig aan 9% wortelen), plantaardige bijproducten, suiker, mineralen.";"Analytische bestanddelen: Vocht: 74%, Eiwit: 17%, Vetgehalte: 4%, Ruwe as: 2%, Ruwe celstof: 0,5%.";"85 g";;;;"scraped";"https://www.petsplace.nl/gourmet-gold-hartig-torentje-kattenvoer-m-7613036024181-pps";
"8445290074829";"Gourmet Gold Hartig Torentje Duo - Zalm Koolvis 85 g";"Gourmet";"Kat";"Natvoer";"Volwassen";"Volledig";"Samenstelling: Vlees En Dierlijke Bijproducten, Plantaardige Eiwitextracten, Vis En Visbijproducten (Zalm 4%, Koolvis 4%), Plantaardige Bijproducten, Suiker, Mineralen.";"Analytische Bestanddelen: Vocht: 74,0%, Eiwit: 17,0%, Vetgehalte: 4,0%, Ruwe As: 2,0%, Ruwe Celstof: 0,5.";"85 g";;;;"scraped";"https://www.petsplace.nl/gourmet-gold-hartig-torentje-duo-kattenvoer-8445290074829-pps";
"7613036416054";"Gourmet Gold Hartig Torentje Multipack - Rund 8x85 g";"Gourmet";"Kat";"Natvoer";"Volwassen";"Volledig";"Met Rund: Samenstelling : vlees en dierlijke bijproducten (23% waarvan rund 4%), plantaardige eiwitextracten, vis en visbijproducten, groenten (1,2% gedehydreerde tomaten, gelijkwaardig aan 10,8% tomaten), plantaardige bijproducten, suiker, mineralen. Met Kip: Samenstelling : vlees en dierlijke bijproducten (25% waarvan kip 10%), plantaardige eiwitextracten, vis en visbijproducten, groenten (1% gedehydreerde wortelen, gelijkwaardig aan 9% wortelen), plantaardige bijproducten, suiker, mineralen. Met Kalkoen: Samenstelling : vlees en dierlijke bijproducten (27% waarvan kalkoen 13%), plantaardige eiwitextracten, vis en visbijproducten, plantaardige bijproducten, groenten (0,45% gedehydreerde spinazie, gelijkwaardig aan 4% spinazie), suiker, mineralen. Met Lam: Samenstelling : vlees en dierlijke bijproducten (26% waarvan lam 4%), plantaardige eiwitextracten, vis en visbijproducten, groenten (0,8% gedehydreerde sperziebonen, gelijkwaardig aan 7,2% sperziebonen), plantaardige bijproducten, suiker, mineralen.";"Analytische bestanddelen: Vocht: 74%, Eiwit: 17%, Vetgehalte: 4%, Ruwe as: 2%, Ruwe celstof: 0,5%.";"8x85 g";;;;"scraped";"https://www.petsplace.nl/gourmet-gold-hartig-torentje-multipack-kattenvoer-7613036416054-pps";
"7613032947149";"Gourmet Gold Luxe Mix 85 g";"Gourmet";"Kat";"Natvoer";"Volwassen";"Volledig";"Vlees en dierlijke bijproducten, vis en visbijproducten (waarvan zeevis 4%), plantaardige eiwitextracten, granen, mineralen, groenten (0,5% gedehydreerde spinazie, gelijkwaardig aan 7% spinazie in de saus), suiker.";"Vocht: 81,5%; Eiwit: 10,0%; Vetgehalte: 3,0%; Ruwe as: 2,0%; Ruwe celstof: 0,1%. Nutritionele toevoegingsmiddelen: IE/kg: Vit. A: 635; Vit. D3: 95; mg/kg: IJzer(II)sulfaat-monohydraat: 22,4; Calciumjodaat, watervrij: 0,28; Koper(II)sulfaat-pentahydraat: 2,5; Mangaan(II)sulfaat-monohydraat: 4,4; Zinksulfaat-monohydraat: 36;";"85 g";;;;"scraped";"https://www.petsplace.nl/gourmet-gold-luxe-mix-kattenvoer-m-7613032947149-pps";
"8445290502186";"Gourmet Gold Malse Lekkernijen - Kip 85 g";"Gourmet";"Kat";"Natvoer";"Senior";"Volledig";"Samenstelling: Vlees en dierlijke bijproducten (18%waarvan kip 8%), Plantaardige eiwitextracten, Vis en visbijproducten, Mineralen, Plantaardige bijproducten, Suiker.";"Analytische bestanddelen: Vocht: 80,0%, Eiwit: 13,5%, Vetgehalte: 2,8%, Ruwe as: 2,2%, Ruwe celstof: 0,05%.";"85 g";;;;"scraped";"https://www.petsplace.nl/gourmet-gold-malse-lekkernijen-kattenvoer-8445290502186-pps";
"8445290502414";"Gourmet Gold Malse Lekkernijen - Zeevis 85 g";"Gourmet";"Kat";"Natvoer";"Volwassen";"Volledig";"Samenstelling: Vlees en dierlijke bijproducten, Plantaardige eiwitextracten, Vis en visbijproducten (zeevis 4%), Mineralen, Plantaardige bijproducten, Suiker.";"Analytische bestanddelen: Vocht: 80,0%, Eiwit: 13,5%, Vetgehalte: 2,8%, Ruwe as: 2,2%, Ruwe celstof: 0,05%.";"85 g";;;;"scraped";"https://www.petsplace.nl/gourmet-gold-malse-lekkernijen-kattenvoer-8445290502414-pps";
"8445290505330";"Gourmet Gold Malse Lekkernijen Multi-Pack - Kip Zalm Rund 12x85 g";"Gourmet";"Kat";"Natvoer";"Volwassen";"Volledig";"Met kip: Samenstelling: Vlees en dierlijke bijproducten (18%waarvan kip 8%), Plantaardige eiwitextracten, Vis en visbijproducten, Mineralen, Plantaardige bijproducten, Suiker. Met rund: Samenstelling: Vlees en dierlijke bijproducten (18%waarvan rund 4%), Plantaardige eiwitextracten, Vis en visbijproducten, Mineralen, Suiker, Plantaardige bijproducten. Met zalm: Samenstelling: Vlees en dierlijke bijproducten, Plantaardige eiwitextracten, Vis en visbijproducten (zalm 4%), Mineralen, Plantaardige bijproducten, Suiker. Met zeevis: Samenstelling: Vlees en dierlijke bijproducten, Plantaardige eiwitextracten, Vis en visbijproducten (zeevis 4%), Mineralen, Plantaardige bijproducten, Suiker.";"Analytische bestanddelen: Vocht: 80,0%, Eiwit: 13,5%, Vetgehalte: 2,8%, Ruwe as: 2,2%, Ruwe celstof: 0,05%.";"12x85 g";;;;"scraped";"https://www.petsplace.nl/gourmet-gold-malse-lekkernijen-multi-pack-kattenvoer-8445290505330-pps";
"3010470170278";"Gourmet Gold Mousse 85 g";"Gourmet";"Kat";"Natvoer";"Volwassen";"Volledig";"Samenstelling: Vlees en dierlijke bijproducten (57% waarvan kalkoen 4%), mineralen, plantaardige bijproducten, suiker.";"Analytische bestanddelen: Vocht: 77,5%, Eiwit: 10,5%, Vetgehalte: 6,5%, Ruwe as: 3,0%, Ruwe celstof: 0,05%.";"85 g";;;;"scraped";"https://www.petsplace.nl/gourmet-gold-mousse-kattenvoer-m-3010470170278-pps";
"7613035149809";"Gourmet Gold Mousse Rund - Mix 8x85 g";"Gourmet";"Kat";"Natvoer";"Volwassen";"Volledig";"Samenstelling : vlees en dierlijke bijproducten (57% waarvan rund 4%), mineralen, plantaardige bijproducten, suiker. Samenstelling : vlees en dierlijke bijproducten, vis en visbijproducten (tonijn 4%), mineralen, plantaardige bijproducten, suiker. Samenstelling : vlees en dierlijke bijproducten (58% waarvan lever 12%), mineralen, plantaardige bijproducten, suiker. Samenstelling : vlees en dierlijke bijproducten (57% waarvan kalkoen 4%), mineralen, plantaardige bijproducten, suiker.";"Analytische bestanddelen:Vocht: 77,5%,Eiwit: 10,5%,Vetgehalte: 6,5%,Ruwe as: 3,0%,Ruwe celstof: 0,05%.";"8x85 g";;;;"scraped";"https://www.petsplace.nl/gourmet-gold-mousse-rund-kattenvoer-7613035149809-pps";
"7613038543154";"Gourmet Gold Multibox - Mix 96x85 g";"Gourmet";"Kat";"Natvoer";"Volwassen";"Volledig";"Met rund: Samenstelling : vlees en dierlijke bijproducten (25% waarvan rund 4%), granen, mineralen, suiker. Met kip & lever: Samenstelling : vlees en dierlijke bijproducten (26% waarvan kip 4% en lever 4%), granen, mineralen, suiker. Met zalm & kip: Samenstelling : vlees en dierlijke bijproducten (21% waarvan kip 4%), granen, vis en visbijproducten (zalm 4%), mineralen, suiker. Met kalkoen: Samenstelling : vlees en dierlijke bijproducten (57% waarvan kalkoen 4%), mineralen, plantaardige bijproducten, suiker.";"Analytische bestanddelen: Vocht: 82,0%, Eiwit: 7,0%, Vetgehalte: 2,9%, Ruwe as: 2,4%, Ruwe celstof: 0,05%.";"96x85 g";;;;"scraped";"https://www.petsplace.nl/gourmet-gold-multibox-kattenvoer-7613038543154-pps";
"3222270550673";"Gourmet Gold Multipack - Mix 12x85 g";"Gourmet";"Kat";"Natvoer";"Volwassen";"Volledig";"Samenstelling: met Konijn: Vlees en dierlijke bijproducten (58% waarvan konijn 4%), mineralen, plantaardige bijproducten, suiker. met Kip: Vlees en dierlijke bijproducten, (58% waarvan kip 12%), mineralen, plantaardige bijproducten, suiker. met Zalm: Vlees en dierlijke bijproducten, vis en visbijproducten (zalm 4%), mineralen, plantaardige bijproducten, suiker. met Niertjes: Vlees en dierlijke bijproducten (58% waarvan nier 10%), mineralen, plantaardige bijproducten, suiker.";"Analytische bestanddelen: Vocht 79,5%, Eiwit 12,5%, Vetgehalte 2,8%, Ruwe as 2,6%, Ruwe celstof 0,05%.";"12x85 g";;;;"scraped";"https://www.petsplace.nl/gourmet-gold-multipack-kattenvoer-3222270550673-pps";
"7613032955748";"Gourmet Gold Multipack - Vleesmix Vlees 12x85 g";"Gourmet";"Kat";"Natvoer";"Volwassen";"Volledig";"Met Rund Samenstelling : Vlees En Dierlijke Bijproducten (25% Waarvan Rund 4%), Granen, Mineralen, Suiker. Met Kalkoen En Eend Samenstelling : Vlees En Dierlijke Bijproducten (26% Waarvan Kalkoen 4% En Eend 4%), Granen, Mineralen, Suiker. Met Kip En Lever Samenstelling : Vlees En Dierlijke Bijproducten (26% Waarvan Kip 4% En Lever 4%), Granen, Mineralen, Suiker. Met Zalm En Kip Samenstelling : Vlees En Dierlijke Bijproducten (21% Waarvan Kip 4%), Granen, Vis En Visbijproducten (Zalm 4%), Mineralen, Suiker.";"Analytische Bestanddelen: Vocht: 82,0%, Eiwit: 7,0%, Vetgehalte: 2,9%, Ruwe As: 2,4%, Ruwe Celstof: 0,05%.";"12x85 g";;;;"scraped";"https://www.petsplace.nl/gourmet-gold-multipack-kattenvoer-7613032955748-pps";
"7613035150072";"Gourmet Gold Multipack 8x85 g";"Gourmet";"Kat";"Natvoer";"Volwassen";"Volledig";"Vlees en dierlijke bijproducten (waarvan eend 4%, kalkoen 4%), plantaardige eiwitextracten, granen, vis en visbijproducten, mineralen, suiker. Samenstelling: Vlees en dierlijke bijproducten (waarvan konijn 4%, lever 4%), plantaardige eiwitextracten, granen, vis en visbijproducten, mineralen, suiker. Samenstelling: Vlees en dierlijke bijproducten (waarvan rund 4%, kip 4%), plantaardige eiwitextracten, granen, vis en visbijproducten, mineralen, suiker. Samenstelling: Vlees en dierlijke bijproducten, vis en visbijproducten (waarvan zeevis 4%), plantaardige eiwitextracten, granen, mineralen, groenten (0,5% gedehydreerde spinazie, gelijkwaardig aan 7% spinazie in de saus), suiker.";"Vocht: 81,5%; Eiwit: 10,0%; Vetgehalte: 3,0%; Ruwe as: 2,0%; Ruwe celstof: 0,1%. Nutritionele toevoegingsmiddelen: IE/kg: Vit. A: 635; Vit. D3: 95; mg/kg: IJzer(II)sulfaat-monohydraat: 22,4; Calciumjodaat, watervrij: 0,28; Koper(II)sulfaat-pentahydraat: 2,5; Mangaan(II)sulfaat-monohydraat: 4,4; Zinksulfaat-monohydraat: 36; Conserveermiddelen.";"8x85 g";;;;"scraped";"https://www.petsplace.nl/gourmet-gold-multipack-kattenvoer-m-7613035150072-pps";
"3222270889759";"Gourmet Gold Multipack Mousse Mixed - Rund 24x85 g";"Gourmet";"Kat";"Natvoer";"Volwassen";"Volledig";"Samenstelling: met Konijn: Vlees en dierlijke bijproducten (58% waarvan konijn 4%), mineralen, plantaardige bijproducten, suiker. Met Rund: vlees en dierlijke bijproducten (57% waarvan rund 4%), mineralen, plantaardige bijproducten, suiker. Met Kalf: vlees en dierlijke bijproducten (58% waarvan kalfsvlees 4%), mineralen, plantaardige bijproducten, suiker. Met Lam: vlees en dierlijke bijproducten (56% waarvan lam 4%), mineralen, plantaardige bijproducten, suiker.";"Analytische bestanddelen: Vocht: 77,5%; Eiwit: 10,5%; Vetgehalte: 6,5%; Ruwe as: 3,0%; Ruwe celstof: 0,05%";"24x85 g";;;;"scraped";"https://www.petsplace.nl/gourmet-gold-multipack-mousse-mixed-kattenvoer-3222270889759-pps";
"7613034147455";"Gourmet Gold Senior Mousse 85 g";"Gourmet";"Kat";"Natvoer";"Senior";"Volledig";"Vlees en dierlijke bijproducten (waarvan kalkoen 4%), mineralen, plantaardige bijproducten, suiker";"";"85 g";;;;"scraped";"https://www.petsplace.nl/gourmet-gold-senior-mousse-kattenvoer-m-7613034147455-pps";
"7613034452481";"Gourmet Mon Petit 6x50 g";"Gourmet";"Kat";"Natvoer";"Senior";"Volledig";"Samenstelling: Vlees En Dierlijke Bijproducten, Plantaardige Eiwitextracten, Vis En Visbijproducten (Waarvan Tonijn 4%), Mineralen, Suiker, Gist.Samenstelling: Vlees En Dierlijke Bijproducten, Plantaardige Eiwitextracten, Vis En Visbijproducten (Waarvan Zalm 4%), Mineralen, Suiker, Gist.Samenstelling: Vlees En Dierlijke Bijproducten, Plantaardige Eiwitextracten, Vis En Visbijproducten (Waarvan Forel 4%), Mineralen, Suiker, Gist.";"Analytische Bestanddelen: Vocht: 81,5%, Eiwit: 12,0%, Vetgehalte: 2,8%, Ruwe As: 1,6%, Ruwe Celstof: 0,05%.";"6x50 g";;;;"scraped";"https://www.petsplace.nl/gourmet-mon-petit-kattenvoer-m-7613034452481-pps";
"7613035438538";"Gourmet Mon Petit Duo 6x50 g";"Gourmet";"Kat";"Natvoer";"Volwassen";"Volledig";"Samenstelling: met Rund en Kip: Vlees en dierlijke bijproducten (14% waarvan 4% kip, 4% rund), plantaardige eiwitextracten, vis en visbijproducten, mineralen, suiker, gist. met Kalkoen en Lever: Vlees en dierlijke bijproducten (18% waarvan 4% kalkoen, 4% lever), plantaardige eiwitextracten, vis en visbijproducten, mineralen, suiker, gist. met Gevogelte en Lam: Vlees en dierlijke bijproducten (18% waarvan 4% gevogelte, 4% lam), plantaardige eiwitextracten, vis en visbijproducten, mineralen, suiker, gist.";"Analytische bestanddelen: Vocht: 81,5%, Eiwit: 12,0%, Vetgehalte: 2,7%, Ruwe as: 1,7%, Ruwe celstof: 0,05%.";"6x50 g";;;;"scraped";"https://www.petsplace.nl/gourmet-mon-petit-duo-kattenvoer-m-7613035438538-pps";
"8445290079688";"Gourmet Nature's Creations 85 g";"Gourmet";"Kat";"Natvoer";"Volwassen";"Volledig";"Samenstelling: Vlees en dierlijke bijproducten* (21%waarvan kip 14%), Plantaardige eiwitextracten, Vis en visbijproducten*, Groenten* (0,7% gedehydreerde tomaten, gelijk aan 6,3% wortelen; 0,3% gedehydreerde spinazie, gelijk aan 2,7% spinazie), Mineralen, Plantaardige bijproducten, Suiker. *natuurlijke ingrediënten.";"Analytische bestanddelen: Vocht: 79,5%, Eiwit: 12,5%, Vetgehalte: 2,8%, Ruwe as: 2,6%, Ruwe celstof: 0,05%.";"85 g";;;;"scraped";"https://www.petsplace.nl/gourmet-natures-creations-kattenvoer-m-8445290079688-pps";
"7613038053677";"Gourmet Nature's Creations Blik Multipack - Zeevis 8x85 g";"Gourmet";"Kat";"Natvoer";"Volwassen";"Volledig";"Met zeevis: Samenstelling: Vis en visbijproducten* (zeevis 14%), Vlees en dierlijke bijproducten* (%), Plantaardige eiwitextracten, Mineralen, Granen* (0,5% rijst), Plantaardige bijproducten, Groenten* (0,3% gedehydreerde spinazie, gelijk aan 2,7% spinazie), Suiker. Met tonijn: Samenstelling: Vis en visbijproducten* (tonijn 14%), Vlees en dierlijke bijproducten* (%), Plantaardige eiwitextracten, Groenten* (0,7% gedehydreerde tomaten, gelijk aan 6,3% tomaten), Mineralen, Granen* (0,5% rijst), Plantaardige bijproducten, Suiker. *natuurlijke ingrediënten";"Analytische bestanddelen: Vocht: 79,5%, Eiwit: 12,5%, Vetgehalte: 2,8%, Ruwe as: 2,6%, Ruwe celstof: 0,05%.";"8x85 g";;;;"scraped";"https://www.petsplace.nl/gourmet-natures-creations-blik-multipack-kattenvoer-7613038053677-pps";
"7613034997661";"Gourmet Perle Duo - Land & Zee - 12x85 g";"Gourmet";"Kat";"Natvoer";"Volwassen";"Volledig";"Samenstelling: met Zalm/Koolvis: vlees en dierlijke bijproducten, plantaardige eiwitextracten, vis en visbijproducten (waarvan zalm 4%, koolvis 4%), mineralen, suiker. Samenstelling: met Tonijn/Zeevis: vlees en dierlijke bijproducten, plantaardige eiwitextracten, vis en visbijproducten (zeevis 4%, tonijn 4%), mineralen, suiker. Samenstelling: met Kalkoen/Lam: vlees en dierlijke bijproducten (20% waarvan kalkoen 4%, lam 4%), plantaardige eiwitextracten, vis en visbijproducten, mineralen, suiker. Samenstelling: met Kip/Rund: vlees en dierlijke bijproducten (18% waarvan kip 6%, rund 4%), plantaardige eiwitextracten, vis en visbijproducten, mineralen, suiker.";"Analytische bestanddelen:Vocht: 80,0%,Eiwit: 13,0%,Vetgehalte: 2,5%,Ruwe as: 2,5%,Ruwe celstof: 0,05%.Analytische bestanddelen:Vocht: 80,0%,Eiwit: 13,0%,Vetgehalte: 2,5%,Ruwe as: 2,5%,Ruwe celstof: 0,05%.Analytische bestanddelen:Vocht: 80,0%,Eiwit: 12,5%,Vetgehalte: 2,5%,Ruwe as: 2,5%,Ruwe celstof: 0,05%.";"12x85 g";;;;"scraped";"https://www.petsplace.nl/gourmet-perle-duo-land-zee-kattenvoer-7613034997661-pps";
"8445290398864";"Gourmet Perle Duo - Land & Zee - Rund Kip Zalm 96x85 g";"Gourmet";"Kat";"Natvoer";"Volwassen";"Volledig";"Samenstelling: Met Rund: vlees en dierlijke bijproducten (15% waarvan rund 4%), plantaardige eiwitextracten, vis en visbijproducten, mineralen, suiker. Met kip: vlees en dierlijke bijproducten (17% waarvan kip 6%), plantaardige eiwitextracten, vis en visbijproducten, mineralen, suiker. Met Zalm: vlees en dierlijke bijproducten, plantaardige eiwitextracten, vis en visbijproducten (zalm 4%), mineralen, suiker. Met tonijn: vlees en dierlijke bijproducten, plantaardige eiwitextracten, vis en visbijproducten (tonijn 4%), mineralen, suiker.";"Analytische bestanddelen:Vocht: 80,0%,Eiwit: 13,0%,Vetgehalte: 2,5%,Ruwe as: 2,5%,Ruwe celstof: 0,05%.Analytische bestanddelen:Vocht: 80,0%,Eiwit: 12,5%,Vetgehalte: 2,5%,Ruwe as: 2,5%,Ruwe celstof: 0,05%.";"96x85 g";;;;"scraped";"https://www.petsplace.nl/gourmet-perle-duo-land-zee-kattenvoer-8445290398864-pps";
"8445290637659";"Gourmet Perle Land Duo - Kip Kalf Kalkoen 12x85 g";"Gourmet";"Kat";"Natvoer";"Volwassen";"Volledig";"Samenstelling: met Konijn en Wild: Vlees en dierlijke bijproducten (20% waarvan konijn 4%, wild 4%), plantaardige eiwitextracten, vis en visbijproducten, mineralen, suiker. Samenstelling: met Kalf en Eend: Vlees en dierlijke bijproducten (19% waarvan kalf 4%, eend 4%), plantaardige eiwitextracten, vis en visbijproducten, mineralen, suiker. Samenstelling: met Kalkoen en Lam: Vlees en dierlijke bijproducten (20% waarvan kalkoen 4%, lam 4%), plantaardige eiwitextracten, vis en visbijproducten, mineralen, suiker. Samenstelling: met Kip en Rund: Vlees en dierlijke bijproducten (18% waarvan kip 6%, rund 4%), plantaardige eiwitextracten, vis en visbijproducten, mineralen, suiker.";"Analytische bestanddelen: Vocht: 80,0%, Eiwit: 13,0%, Vetgehalte: 2,5%, Ruwe as: 2,5%, Ruwe celstof: 0,05%.";"12x85 g";;;;"scraped";"https://www.petsplace.nl/gourmet-perle-land-duo-kattenvoer-8445290637659-pps";
"5000161032457";"Gourmet Perle Maaltijdzakjes Mini Filets Multipack - Eend 12x85 g";"Gourmet";"Kat";"Natvoer";"Volwassen";"Volledig";"Vlees en dierlijke bijproducten (waarvan kalkoen 4%), plantaardige eiwitextracten, vis en visbijproducten, mineralen, suiker. Samenstelling: Vlees en dierlijke bijproducten, plantaardige eiwitextracten, vis en visbijproducten (waarvan tonijn 4%), mineralen, suiker. Samenstelling: Vlees en dierlijke bijproducten (waarvan eend 4%), plantaardige eiwitextracten, vis en visbijproducten, mineralen, suiker. Samenstelling: Vlees en dierlijke bijproducten (waarvan lam 4%), plantaardige eiwitextracten, vis en visbijproducten (waarvan zalm 4%), mineralen, suiker.";"Vocht: 80,0%; Eiwit: 12,5%; Vetgehalte: 2,5%; Ruwe as: 2,5%; Ruwe celstof: 0,05%. Nutritionele toevoegingsmiddelen: IE/kg: Vit. A: 650; Vit. D3: 99; mg/kg: IJzer(II)sulfaat-monohydraat: 23; Calciumjodaat, watervrij: 0,29; Koper(II)sulfaat-pentahydraat: 2,5; Mangaan(II)sulfaat-monohydraat: 4,4; Zinksulfaat-monohydraat: 37.";"12x85 g";;;;"scraped";"https://www.petsplace.nl/gourmet-perle-maaltijdzakjes-mini-filets-multipack-kattenvoer-5000161032457-pps";
